Alpha Score,Threshold,Precision,Recall,F2-score
0.0,0.85,0.5316329440182652,0.8073394495412844,0.7314708372925326
0.0,0.86,0.5460675919391517,0.7935779816513762,0.7276180090608908
0.0,0.87,0.5657492354740062,0.7889908256880734,0.7312790719052786
0.0,0.88,0.5825287607397701,0.7889908256880734,0.7367653861048126
0.0,0.89,0.6118501529051988,0.7614678899082569,0.725963442644594
0.0,0.9,0.6186034658511723,0.7568807339449541,0.7244914246419372
0.0,0.91,0.6253931847968544,0.7522935779816514,0.7229542193446539
0.0,0.92,0.6249235474006117,0.7110091743119266,0.6919455413403286
0.0,0.93,0.629204892966361,0.7064220183486238,0.6894987204707275
0.0,0.9400000000000001,0.6444954128440367,0.6972477064220184,0.6860175262765658
0.0,0.9500000000000001,0.6521406727828747,0.6880733944954128,0.6805735221528144
